[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
  0%|                                                                                          | 0/625 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                                       
{'loss': 0.6931, 'grad_norm': 5.777158260345459, 'learning_rate': 5e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -997.095947265625, 'logps/rejected': -1401.2965087890625, 'logits/chosen': -2.383577346801758, 'logits/rejected': -2.5550010204315186, 'epoch': 0.0}
{'loss': 0.3154, 'grad_norm': 2.0689785480499268, 'learning_rate': 3.904e-06, 'rewards/chosen': -0.20408175885677338, 'rewards/rejected': -1.4680800437927246, 'rewards/accuracies': 1.0, 'rewards/margins': 1.26399827003479, 'logps/chosen': -696.7930297851562, 'logps/rejected': -1044.6904296875, 'logits/chosen': -2.3877782821655273, 'logits/rejected': -2.4453649520874023, 'epoch': 0.22}
{'loss': 0.2728, 'grad_norm': 2.000675916671753, 'learning_rate': 3.8960000000000005e-06, 'rewards/chosen': -0.16451233625411987, 'rewards/rejected': -2.2086453437805176, 'rewards/accuracies': 1.0, 'rewards/margins': 2.044132947921753, 'logps/chosen': -658.0923461914062, 'logps/rejected': -1295.322998046875, 'logits/chosen': -2.24735951423645, 'logits/rejected': -2.3915257453918457, 'epoch': 0.22}
{'loss': 0.2495, 'grad_norm': 2.777254343032837, 'learning_rate': 3.888e-06, 'rewards/chosen': -0.11351258307695389, 'rewards/rejected': -1.9301247596740723, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.8166122436523438, 'logps/chosen': -872.178466796875, 'logps/rejected': -1573.3756103515625, 'logits/chosen': -2.4313173294067383, 'logits/rejected': -2.466491937637329, 'epoch': 0.22}
{'loss': 0.2168, 'grad_norm': 2.1828911304473877, 'learning_rate': 3.88e-06, 'rewards/chosen': -0.24345333874225616, 'rewards/rejected': -2.1773464679718018, 'rewards/accuracies': 1.0, 'rewards/margins': 1.933893084526062, 'logps/chosen': -961.1243286132812, 'logps/rejected': -1619.15625, 'logits/chosen': -2.3876113891601562, 'logits/rejected': -2.4259696006774902, 'epoch': 0.23}
{'loss': 0.1704, 'grad_norm': 2.33107328414917, 'learning_rate': 3.872e-06, 'rewards/chosen': -0.2873044013977051, 'rewards/rejected': -3.137373685836792, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.850069284439087, 'logps/chosen': -1179.336669921875, 'logps/rejected': -1982.01904296875, 'logits/chosen': -2.3056912422180176, 'logits/rejected': -2.323157787322998, 'epoch': 0.23}
{'loss': 0.3115, 'grad_norm': 3.128355026245117, 'learning_rate': 3.864000000000001e-06, 'rewards/chosen': -0.44606447219848633, 'rewards/rejected': -1.967588186264038, 'rewards/accuracies': 0.875, 'rewards/margins': 1.5215235948562622, 'logps/chosen': -1649.9453125, 'logps/rejected': -1743.7667236328125, 'logits/chosen': -2.485975742340088, 'logits/rejected': -2.465226650238037, 'epoch': 0.23}
{'loss': 0.1951, 'grad_norm': 2.198086977005005, 'learning_rate': 3.856e-06, 'rewards/chosen': -0.2733727693557739, 'rewards/rejected': -2.192850351333618, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.919477939605713, 'logps/chosen': -1220.736083984375, 'logps/rejected': -1814.7510986328125, 'logits/chosen': -2.317775011062622, 'logits/rejected': -2.394287347793579, 'epoch': 0.23}
{'loss': 0.2423, 'grad_norm': 3.693150520324707, 'learning_rate': 3.848e-06, 'rewards/chosen': -0.5374501347541809, 'rewards/rejected': -2.3304178714752197, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.792967677116394, 'logps/chosen': -1360.066162109375, 'logps/rejected': -1456.9869384765625, 'logits/chosen': -2.47483491897583, 'logits/rejected': -2.419583797454834, 'epoch': 0.23}
{'loss': 0.1708, 'grad_norm': 2.1991612911224365, 'learning_rate': 3.8400000000000005e-06, 'rewards/chosen': -0.3205452859401703, 'rewards/rejected': -2.5950613021850586, 'rewards/accuracies': 1.0, 'rewards/margins': 2.2745161056518555, 'logps/chosen': -1125.8660888671875, 'logps/rejected': -1905.482666015625, 'logits/chosen': -2.115344762802124, 'logits/rejected': -2.2781994342803955, 'epoch': 0.23}
{'loss': 0.2593, 'grad_norm': 4.570766448974609, 'learning_rate': 3.832e-06, 'rewards/chosen': -0.46672937273979187, 'rewards/rejected': -2.9082915782928467, 'rewards/accuracies': 0.875, 'rewards/margins': 2.4415626525878906, 'logps/chosen': -1013.01416015625, 'logps/rejected': -1565.8284912109375, 'logits/chosen': -2.4413623809814453, 'logits/rejected': -2.434114933013916, 'epoch': 0.24}
{'loss': 0.1632, 'grad_norm': 2.356839895248413, 'learning_rate': 3.824e-06, 'rewards/chosen': -0.3284927010536194, 'rewards/rejected': -2.8414649963378906, 'rewards/accuracies': 1.0, 'rewards/margins': 2.512971878051758, 'logps/chosen': -892.5068969726562, 'logps/rejected': -1911.655029296875, 'logits/chosen': -2.3647284507751465, 'logits/rejected': -2.4543638229370117, 'epoch': 0.24}
{'loss': 0.3665, 'grad_norm': 5.235751628875732, 'learning_rate': 3.816e-06, 'rewards/chosen': -0.6689460277557373, 'rewards/rejected': -2.743767738342285, 'rewards/accuracies': 0.875, 'rewards/margins': 2.074821710586548, 'logps/chosen': -1194.24853515625, 'logps/rejected': -1861.245849609375, 'logits/chosen': -2.3217933177948, 'logits/rejected': -2.3714725971221924, 'epoch': 0.24}
{'loss': 0.1358, 'grad_norm': 2.1953325271606445, 'learning_rate': 3.8080000000000006e-06, 'rewards/chosen': -0.13734327256679535, 'rewards/rejected': -3.203667640686035, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.066324472427368, 'logps/chosen': -1588.52392578125, 'logps/rejected': -2365.3974609375, 'logits/chosen': -2.2086591720581055, 'logits/rejected': -2.316559314727783, 'epoch': 0.24}
{'loss': 0.2846, 'grad_norm': 2.225823402404785, 'learning_rate': 3.8000000000000005e-06, 'rewards/chosen': -0.3598247468471527, 'rewards/rejected': -2.2876906394958496, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.9278658628463745, 'logps/chosen': -770.1968994140625, 'logps/rejected': -1311.0177001953125, 'logits/chosen': -2.4408979415893555, 'logits/rejected': -2.3986165523529053, 'epoch': 0.24}
{'loss': 0.2309, 'grad_norm': 2.1186068058013916, 'learning_rate': 3.7920000000000003e-06, 'rewards/chosen': -0.48539721965789795, 'rewards/rejected': -2.524620771408081, 'rewards/accuracies': 1.0, 'rewards/margins': 2.0392236709594727, 'logps/chosen': -981.3995361328125, 'logps/rejected': -1484.55859375, 'logits/chosen': -2.2326810359954834, 'logits/rejected': -2.4166340827941895, 'epoch': 0.24}
{'loss': 0.1807, 'grad_norm': 2.901292085647583, 'learning_rate': 3.7840000000000005e-06, 'rewards/chosen': -0.31244587898254395, 'rewards/rejected': -2.748293399810791, 'rewards/accuracies': 1.0, 'rewards/margins': 2.435847520828247, 'logps/chosen': -1537.4832763671875, 'logps/rejected': -1900.0205078125, 'logits/chosen': -2.2971115112304688, 'logits/rejected': -2.341630458831787, 'epoch': 0.24}
{'loss': 0.1696, 'grad_norm': 2.2643656730651855, 'learning_rate': 3.7760000000000004e-06, 'rewards/chosen': -0.4412989020347595, 'rewards/rejected': -3.647719621658325, 'rewards/accuracies': 0.875, 'rewards/margins': 3.2064208984375, 'logps/chosen': -816.6561279296875, 'logps/rejected': -2015.1668701171875, 'logits/chosen': -2.31129789352417, 'logits/rejected': -2.39145565032959, 'epoch': 0.25}
{'loss': 0.3537, 'grad_norm': 5.6966962814331055, 'learning_rate': 3.7680000000000006e-06, 'rewards/chosen': -0.388245552778244, 'rewards/rejected': -2.132549524307251, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.7443039417266846, 'logps/chosen': -695.6979370117188, 'logps/rejected': -1319.918212890625, 'logits/chosen': -2.3389012813568115, 'logits/rejected': -2.37499737739563, 'epoch': 0.25}
{'loss': 0.2039, 'grad_norm': 1.7958711385726929, 'learning_rate': 3.7600000000000004e-06, 'rewards/chosen': -0.27766311168670654, 'rewards/rejected': -2.4907517433166504, 'rewards/accuracies': 1.0, 'rewards/margins': 2.2130889892578125, 'logps/chosen': -545.1898193359375, 'logps/rejected': -1428.1845703125, 'logits/chosen': -2.283714771270752, 'logits/rejected': -2.3962247371673584, 'epoch': 0.25}
{'loss': 0.174, 'grad_norm': 1.8370215892791748, 'learning_rate': 3.7520000000000002e-06, 'rewards/chosen': -0.37609854340553284, 'rewards/rejected': -3.1959664821624756, 'rewards/accuracies': 1.0, 'rewards/margins': 2.8198676109313965, 'logps/chosen': -1007.8465576171875, 'logps/rejected': -1430.0509033203125, 'logits/chosen': -2.3790457248687744, 'logits/rejected': -2.481402635574341, 'epoch': 0.25}
{'loss': 0.1743, 'grad_norm': 2.5481293201446533, 'learning_rate': 3.7440000000000005e-06, 'rewards/chosen': -0.4936876595020294, 'rewards/rejected': -3.0143299102783203, 'rewards/accuracies': 1.0, 'rewards/margins': 2.520641803741455, 'logps/chosen': -1036.7803955078125, 'logps/rejected': -1693.9356689453125, 'logits/chosen': -2.442845582962036, 'logits/rejected': -2.4602744579315186, 'epoch': 0.25}
{'loss': 0.2311, 'grad_norm': 2.3251798152923584, 'learning_rate': 3.7360000000000003e-06, 'rewards/chosen': -0.26937219500541687, 'rewards/rejected': -2.4361510276794434, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.166779041290283, 'logps/chosen': -1139.618896484375, 'logps/rejected': -1721.0052490234375, 'logits/chosen': -2.3971097469329834, 'logits/rejected': -2.407517910003662, 'epoch': 0.25}
{'loss': 0.1779, 'grad_norm': 1.7349932193756104, 'learning_rate': 3.7280000000000006e-06, 'rewards/chosen': 0.42029839754104614, 'rewards/rejected': -2.3530993461608887, 'rewards/accuracies': 1.0, 'rewards/margins': 2.773397922515869, 'logps/chosen': -1270.231201171875, 'logps/rejected': -2065.24658203125, 'logits/chosen': -2.100235939025879, 'logits/rejected': -2.2499773502349854, 'epoch': 0.26}
{'loss': 0.2803, 'grad_norm': 2.5434937477111816, 'learning_rate': 3.7200000000000004e-06, 'rewards/chosen': -0.4003908634185791, 'rewards/rejected': -1.9379568099975586, 'rewards/accuracies': 1.0, 'rewards/margins': 1.537566065788269, 'logps/chosen': -1223.253662109375, 'logps/rejected': -1417.849853515625, 'logits/chosen': -2.437279462814331, 'logits/rejected': -2.485292434692383, 'epoch': 0.26}
{'loss': 0.2074, 'grad_norm': 2.4364917278289795, 'learning_rate': 3.712e-06, 'rewards/chosen': -0.42750999331474304, 'rewards/rejected': -2.510605573654175, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.0830955505371094, 'logps/chosen': -986.2681274414062, 'logps/rejected': -1873.625732421875, 'logits/chosen': -2.4374377727508545, 'logits/rejected': -2.3169736862182617, 'epoch': 0.26}
{'loss': 0.2993, 'grad_norm': 5.411618709564209, 'learning_rate': 3.7040000000000005e-06, 'rewards/chosen': -0.29508176445961, 'rewards/rejected': -2.3134372234344482, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.01835560798645, 'logps/chosen': -702.893310546875, 'logps/rejected': -1612.7685546875, 'logits/chosen': -2.388655662536621, 'logits/rejected': -2.4405691623687744, 'epoch': 0.26}
{'loss': 0.1938, 'grad_norm': 1.7554477453231812, 'learning_rate': 3.6960000000000003e-06, 'rewards/chosen': -0.35396111011505127, 'rewards/rejected': -3.346595287322998, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.9926342964172363, 'logps/chosen': -983.9425048828125, 'logps/rejected': -1480.0430908203125, 'logits/chosen': -2.3530797958374023, 'logits/rejected': -2.4237780570983887, 'epoch': 0.26}
{'loss': 0.2239, 'grad_norm': 2.3769662380218506, 'learning_rate': 3.6880000000000005e-06, 'rewards/chosen': -0.5464792251586914, 'rewards/rejected': -2.5459821224212646, 'rewards/accuracies': 1.0, 'rewards/margins': 1.9995028972625732, 'logps/chosen': -794.9078369140625, 'logps/rejected': -1473.1329345703125, 'logits/chosen': -2.3254776000976562, 'logits/rejected': -2.459878444671631, 'epoch': 0.26}
{'loss': 0.1258, 'grad_norm': 2.3531956672668457, 'learning_rate': 3.6800000000000003e-06, 'rewards/chosen': -0.5620136857032776, 'rewards/rejected': -3.7729732990264893, 'rewards/accuracies': 1.0, 'rewards/margins': 3.2109599113464355, 'logps/chosen': -1573.0726318359375, 'logps/rejected': -2273.7216796875, 'logits/chosen': -2.405430316925049, 'logits/rejected': -2.3857674598693848, 'epoch': 0.27}
{'loss': 0.2869, 'grad_norm': 2.4528303146362305, 'learning_rate': 3.6720000000000006e-06, 'rewards/chosen': -0.6466580629348755, 'rewards/rejected': -2.615732192993164, 'rewards/accuracies': 0.875, 'rewards/margins': 1.969074010848999, 'logps/chosen': -1148.7208251953125, 'logps/rejected': -1531.4013671875, 'logits/chosen': -2.3121891021728516, 'logits/rejected': -2.4042413234710693, 'epoch': 0.27}
{'loss': 0.1299, 'grad_norm': 1.2126965522766113, 'learning_rate': 3.6640000000000004e-06, 'rewards/chosen': -0.5910494923591614, 'rewards/rejected': -3.4082581996917725, 'rewards/accuracies': 1.0, 'rewards/margins': 2.817208766937256, 'logps/chosen': -1072.44140625, 'logps/rejected': -1741.8687744140625, 'logits/chosen': -2.330474615097046, 'logits/rejected': -2.3676578998565674, 'epoch': 0.27}
{'loss': 0.1621, 'grad_norm': 1.8774281740188599, 'learning_rate': 3.6560000000000002e-06, 'rewards/chosen': -0.2316291630268097, 'rewards/rejected': -2.7332980632781982, 'rewards/accuracies': 1.0, 'rewards/margins': 2.501668691635132, 'logps/chosen': -647.2568359375, 'logps/rejected': -1376.341064453125, 'logits/chosen': -2.1512985229492188, 'logits/rejected': -2.2904136180877686, 'epoch': 0.27}
{'loss': 0.2967, 'grad_norm': 2.5106778144836426, 'learning_rate': 3.6480000000000005e-06, 'rewards/chosen': -0.5883364677429199, 'rewards/rejected': -3.1589536666870117, 'rewards/accuracies': 0.8125, 'rewards/margins': 2.570617198944092, 'logps/chosen': -1407.9261474609375, 'logps/rejected': -2304.40966796875, 'logits/chosen': -2.2560336589813232, 'logits/rejected': -2.2848329544067383, 'epoch': 0.27}
{'loss': 0.2851, 'grad_norm': 15.777143478393555, 'learning_rate': 3.6400000000000003e-06, 'rewards/chosen': -0.45486700534820557, 'rewards/rejected': -2.8790745735168457, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.4242074489593506, 'logps/chosen': -891.256591796875, 'logps/rejected': -1913.869140625, 'logits/chosen': -2.31667160987854, 'logits/rejected': -2.2964959144592285, 'epoch': 0.27}
{'loss': 0.1401, 'grad_norm': 1.2202856540679932, 'learning_rate': 3.6320000000000005e-06, 'rewards/chosen': -0.5342899560928345, 'rewards/rejected': -3.8822882175445557, 'rewards/accuracies': 1.0, 'rewards/margins': 3.34799861907959, 'logps/chosen': -896.8298950195312, 'logps/rejected': -2022.98876953125, 'logits/chosen': -2.323598623275757, 'logits/rejected': -2.2983949184417725, 'epoch': 0.28}
{'loss': 0.3128, 'grad_norm': 3.2610714435577393, 'learning_rate': 3.6240000000000004e-06, 'rewards/chosen': -0.4409853219985962, 'rewards/rejected': -3.2759017944335938, 'rewards/accuracies': 0.8125, 'rewards/margins': 2.834916591644287, 'logps/chosen': -1127.1907958984375, 'logps/rejected': -1550.057861328125, 'logits/chosen': -2.2869200706481934, 'logits/rejected': -2.236400604248047, 'epoch': 0.28}
{'loss': 0.1712, 'grad_norm': 1.6443626880645752, 'learning_rate': 3.616e-06, 'rewards/chosen': -0.35257017612457275, 'rewards/rejected': -2.7586517333984375, 'rewards/accuracies': 1.0, 'rewards/margins': 2.4060816764831543, 'logps/chosen': -991.0286254882812, 'logps/rejected': -1389.666259765625, 'logits/chosen': -2.4180731773376465, 'logits/rejected': -2.446880340576172, 'epoch': 0.28}
{'loss': 0.2006, 'grad_norm': 2.234976053237915, 'learning_rate': 3.6080000000000004e-06, 'rewards/chosen': -0.5414891242980957, 'rewards/rejected': -3.2591187953948975, 'rewards/accuracies': 1.0, 'rewards/margins': 2.7176294326782227, 'logps/chosen': -1137.77734375, 'logps/rejected': -2157.838134765625, 'logits/chosen': -2.3357694149017334, 'logits/rejected': -2.2921698093414307, 'epoch': 0.28}
{'loss': 0.1642, 'grad_norm': 2.4141323566436768, 'learning_rate': 3.6000000000000003e-06, 'rewards/chosen': -0.6699696779251099, 'rewards/rejected': -4.509502410888672, 'rewards/accuracies': 1.0, 'rewards/margins': 3.8395330905914307, 'logps/chosen': -854.4802856445312, 'logps/rejected': -1597.15673828125, 'logits/chosen': -2.435011386871338, 'logits/rejected': -2.3603129386901855, 'epoch': 0.28}
{'loss': 0.1634, 'grad_norm': 1.8527511358261108, 'learning_rate': 3.5920000000000005e-06, 'rewards/chosen': -0.19486145675182343, 'rewards/rejected': -2.613058090209961, 'rewards/accuracies': 1.0, 'rewards/margins': 2.418196439743042, 'logps/chosen': -714.018798828125, 'logps/rejected': -1320.4990234375, 'logits/chosen': -2.3748509883880615, 'logits/rejected': -2.392765760421753, 'epoch': 0.28}
{'loss': 0.1658, 'grad_norm': 1.8339602947235107, 'learning_rate': 3.5840000000000003e-06, 'rewards/chosen': 0.4408212900161743, 'rewards/rejected': -3.090092182159424, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.5309135913848877, 'logps/chosen': -1932.6475830078125, 'logps/rejected': -1647.3089599609375, 'logits/chosen': -2.265319585800171, 'logits/rejected': -2.355309247970581, 'epoch': 0.28}
{'loss': 0.2005, 'grad_norm': 1.7930437326431274, 'learning_rate': 3.576e-06, 'rewards/chosen': -0.23038360476493835, 'rewards/rejected': -2.5698299407958984, 'rewards/accuracies': 1.0, 'rewards/margins': 2.339446544647217, 'logps/chosen': -703.4029541015625, 'logps/rejected': -1245.45751953125, 'logits/chosen': -2.255856513977051, 'logits/rejected': -2.3736183643341064, 'epoch': 0.29}
{'loss': 0.2267, 'grad_norm': 2.327746868133545, 'learning_rate': 3.5680000000000004e-06, 'rewards/chosen': -0.45585110783576965, 'rewards/rejected': -2.546241521835327, 'rewards/accuracies': 1.0, 'rewards/margins': 2.09039044380188, 'logps/chosen': -775.1973876953125, 'logps/rejected': -1314.758544921875, 'logits/chosen': -2.321254014968872, 'logits/rejected': -2.3379898071289062, 'epoch': 0.29}
{'loss': 0.151, 'grad_norm': 1.8550668954849243, 'learning_rate': 3.5600000000000002e-06, 'rewards/chosen': -0.5211852788925171, 'rewards/rejected': -3.195915699005127, 'rewards/accuracies': 1.0, 'rewards/margins': 2.6747305393218994, 'logps/chosen': -1119.43896484375, 'logps/rejected': -1696.9078369140625, 'logits/chosen': -2.3999218940734863, 'logits/rejected': -2.4058024883270264, 'epoch': 0.29}
{'loss': 0.1392, 'grad_norm': 2.1074023246765137, 'learning_rate': 3.5520000000000005e-06, 'rewards/chosen': -0.6128904223442078, 'rewards/rejected': -5.0673980712890625, 'rewards/accuracies': 1.0, 'rewards/margins': 4.454507350921631, 'logps/chosen': -1166.6993408203125, 'logps/rejected': -1855.2772216796875, 'logits/chosen': -2.3173859119415283, 'logits/rejected': -2.309441328048706, 'epoch': 0.29}
{'loss': 0.1951, 'grad_norm': 2.6120569705963135, 'learning_rate': 3.5440000000000003e-06, 'rewards/chosen': -0.5338276624679565, 'rewards/rejected': -3.2768025398254395, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.7429747581481934, 'logps/chosen': -882.1990966796875, 'logps/rejected': -1524.1981201171875, 'logits/chosen': -2.4201416969299316, 'logits/rejected': -2.416632652282715, 'epoch': 0.29}
{'loss': 0.2697, 'grad_norm': 4.394293785095215, 'learning_rate': 3.5360000000000005e-06, 'rewards/chosen': -0.4440643787384033, 'rewards/rejected': -2.948965549468994, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.50490140914917, 'logps/chosen': -1116.2672119140625, 'logps/rejected': -2186.41064453125, 'logits/chosen': -2.1321804523468018, 'logits/rejected': -2.148343324661255, 'epoch': 0.29}
{'loss': 0.1996, 'grad_norm': 3.77988862991333, 'learning_rate': 3.5280000000000004e-06, 'rewards/chosen': -0.5272799134254456, 'rewards/rejected': -3.5630617141723633, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.0357818603515625, 'logps/chosen': -1352.15380859375, 'logps/rejected': -1748.323974609375, 'logits/chosen': -2.2071712017059326, 'logits/rejected': -2.250199317932129, 'epoch': 0.3}
{'loss': 0.1778, 'grad_norm': 3.1289355754852295, 'learning_rate': 3.52e-06, 'rewards/chosen': -1.0635740756988525, 'rewards/rejected': -3.2361857891082764, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.172611713409424, 'logps/chosen': -1303.509033203125, 'logps/rejected': -2237.87451171875, 'logits/chosen': -2.2949588298797607, 'logits/rejected': -2.2754909992218018, 'epoch': 0.3}
{'loss': 0.2694, 'grad_norm': 4.410188674926758, 'learning_rate': 3.5120000000000004e-06, 'rewards/chosen': -1.032613754272461, 'rewards/rejected': -3.347987651824951, 'rewards/accuracies': 0.875, 'rewards/margins': 2.3153738975524902, 'logps/chosen': -1248.1905517578125, 'logps/rejected': -1692.3599853515625, 'logits/chosen': -2.362032413482666, 'logits/rejected': -2.43119478225708, 'epoch': 0.3}
{'loss': 0.2263, 'grad_norm': 2.258246898651123, 'learning_rate': 3.5040000000000002e-06, 'rewards/chosen': -0.522857666015625, 'rewards/rejected': -2.470808267593384, 'rewards/accuracies': 1.0, 'rewards/margins': 1.9479507207870483, 'logps/chosen': -720.9606323242188, 'logps/rejected': -1374.5987548828125, 'logits/chosen': -2.2911324501037598, 'logits/rejected': -2.442878007888794, 'epoch': 0.3}
{'loss': 0.1525, 'grad_norm': 2.2726762294769287, 'learning_rate': 3.4960000000000005e-06, 'rewards/chosen': -0.39280635118484497, 'rewards/rejected': -4.106817245483398, 'rewards/accuracies': 1.0, 'rewards/margins': 3.7140111923217773, 'logps/chosen': -1042.6658935546875, 'logps/rejected': -1773.7489013671875, 'logits/chosen': -2.3729097843170166, 'logits/rejected': -2.3510634899139404, 'epoch': 0.3}
{'loss': 0.1733, 'grad_norm': 2.3698344230651855, 'learning_rate': 3.4880000000000003e-06, 'rewards/chosen': -0.5274035930633545, 'rewards/rejected': -3.294872283935547, 'rewards/accuracies': 1.0, 'rewards/margins': 2.7674686908721924, 'logps/chosen': -942.1041259765625, 'logps/rejected': -1585.26611328125, 'logits/chosen': -2.188194990158081, 'logits/rejected': -2.2725374698638916, 'epoch': 0.3}
{'loss': 0.168, 'grad_norm': 2.1285650730133057, 'learning_rate': 3.48e-06, 'rewards/chosen': -0.679044783115387, 'rewards/rejected': -2.931691884994507, 'rewards/accuracies': 1.0, 'rewards/margins': 2.2526471614837646, 'logps/chosen': -1413.6131591796875, 'logps/rejected': -1834.987548828125, 'logits/chosen': -2.3986411094665527, 'logits/rejected': -2.4213950634002686, 'epoch': 0.31}
{'loss': 0.3439, 'grad_norm': 3.715106964111328, 'learning_rate': 3.4720000000000004e-06, 'rewards/chosen': -0.6952680349349976, 'rewards/rejected': -3.233851909637451, 'rewards/accuracies': 0.8125, 'rewards/margins': 2.5385842323303223, 'logps/chosen': -1132.596435546875, 'logps/rejected': -1615.272705078125, 'logits/chosen': -2.267573356628418, 'logits/rejected': -2.3407609462738037, 'epoch': 0.31}
{'loss': 0.1173, 'grad_norm': 1.6077755689620972, 'learning_rate': 3.464e-06, 'rewards/chosen': -0.750707745552063, 'rewards/rejected': -3.958491802215576, 'rewards/accuracies': 1.0, 'rewards/margins': 3.2077839374542236, 'logps/chosen': -1172.532470703125, 'logps/rejected': -1571.7464599609375, 'logits/chosen': -2.3719513416290283, 'logits/rejected': -2.417867660522461, 'epoch': 0.31}
{'loss': 0.1944, 'grad_norm': 2.760540723800659, 'learning_rate': 3.4560000000000005e-06, 'rewards/chosen': -0.6713283061981201, 'rewards/rejected': -4.089611053466797, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.4182825088500977, 'logps/chosen': -805.364013671875, 'logps/rejected': -1678.970947265625, 'logits/chosen': -2.224351644515991, 'logits/rejected': -2.346921682357788, 'epoch': 0.31}
{'loss': 0.2911, 'grad_norm': 4.159808158874512, 'learning_rate': 3.4480000000000003e-06, 'rewards/chosen': -0.6552489995956421, 'rewards/rejected': -2.7269649505615234, 'rewards/accuracies': 0.875, 'rewards/margins': 2.071715831756592, 'logps/chosen': -1133.2972412109375, 'logps/rejected': -1415.9013671875, 'logits/chosen': -2.33426570892334, 'logits/rejected': -2.420269012451172, 'epoch': 0.31}
{'loss': 0.0995, 'grad_norm': 1.311795949935913, 'learning_rate': 3.44e-06, 'rewards/chosen': -0.2765786647796631, 'rewards/rejected': -4.4054365158081055, 'rewards/accuracies': 1.0, 'rewards/margins': 4.1288580894470215, 'logps/chosen': -1054.73291015625, 'logps/rejected': -1792.704345703125, 'logits/chosen': -2.1748080253601074, 'logits/rejected': -2.227570056915283, 'epoch': 0.31}
{'loss': 0.1033, 'grad_norm': 1.3443551063537598, 'learning_rate': 3.4320000000000003e-06, 'rewards/chosen': -0.6549750566482544, 'rewards/rejected': -4.052074432373047, 'rewards/accuracies': 1.0, 'rewards/margins': 3.397099018096924, 'logps/chosen': -1004.7554321289062, 'logps/rejected': -1667.4105224609375, 'logits/chosen': -2.3623170852661133, 'logits/rejected': -2.294614315032959, 'epoch': 0.32}
{'loss': 0.1354, 'grad_norm': 1.2824479341506958, 'learning_rate': 3.424e-06, 'rewards/chosen': -0.5890302062034607, 'rewards/rejected': -4.321157455444336, 'rewards/accuracies': 1.0, 'rewards/margins': 3.7321271896362305, 'logps/chosen': -936.3828125, 'logps/rejected': -1784.031494140625, 'logits/chosen': -2.368997812271118, 'logits/rejected': -2.4182991981506348, 'epoch': 0.32}
{'loss': 0.0983, 'grad_norm': 1.2149852514266968, 'learning_rate': 3.4160000000000004e-06, 'rewards/chosen': -0.5680639147758484, 'rewards/rejected': -3.834542751312256, 'rewards/accuracies': 1.0, 'rewards/margins': 3.2664785385131836, 'logps/chosen': -941.8350830078125, 'logps/rejected': -1589.35546875, 'logits/chosen': -2.36103892326355, 'logits/rejected': -2.389537811279297, 'epoch': 0.32}
{'loss': 0.5131, 'grad_norm': 6.35372257232666, 'learning_rate': 3.4080000000000002e-06, 'rewards/chosen': -0.6135604381561279, 'rewards/rejected': -2.120047092437744, 'rewards/accuracies': 0.875, 'rewards/margins': 1.5064865350723267, 'logps/chosen': -1334.4619140625, 'logps/rejected': -1133.9503173828125, 'logits/chosen': -2.3456785678863525, 'logits/rejected': -2.39849591255188, 'epoch': 0.32}
                                                                                                                       
{'loss': 0.1895, 'grad_norm': 1.7573002576828003, 'learning_rate': 3.4000000000000005e-06, 'rewards/chosen': -0.9937269687652588, 'rewards/rejected': -3.6116676330566406, 'rewards/accuracies': 1.0, 'rewards/margins': 2.6179404258728027, 'logps/chosen': -1193.978515625, 'logps/rejected': -1399.828369140625, 'logits/chosen': -2.2823660373687744, 'logits/rejected': -2.3437626361846924, 'epoch': 0.32}
{'loss': 0.3103, 'grad_norm': 3.440423011779785, 'learning_rate': 3.3920000000000003e-06, 'rewards/chosen': -0.8212368488311768, 'rewards/rejected': -4.024407386779785, 'rewards/accuracies': 0.875, 'rewards/margins': 3.203169822692871, 'logps/chosen': -1389.04931640625, 'logps/rejected': -2012.363037109375, 'logits/chosen': -2.2848057746887207, 'logits/rejected': -2.4133145809173584, 'epoch': 0.32}
