                                                                                                                       
{'loss': 186.1167, 'grad_norm': 24.510391235351562, 'learning_rate': 5e-05, 'epoch': 0.06, 'num_input_tokens_seen': 131072, 'train_runtime': 8.636, 'train_tokens_per_second': 15177.353}
{'loss': 98.5904, 'grad_norm': 7.459374904632568, 'learning_rate': 3.715e-05, 'epoch': 13.61, 'num_input_tokens_seen': 32325632, 'train_runtime': 960.1746, 'train_tokens_per_second': 33666.409}
{'loss': 96.5172, 'grad_norm': 7.893260955810547, 'learning_rate': 3.71e-05, 'epoch': 13.66, 'num_input_tokens_seen': 32456704, 'train_runtime': 963.0615, 'train_tokens_per_second': 33701.592}
{'loss': 99.05, 'grad_norm': 7.9351372718811035, 'learning_rate': 3.705e-05, 'epoch': 13.72, 'num_input_tokens_seen': 32587776, 'train_runtime': 965.9507, 'train_tokens_per_second': 33736.481}
{'loss': 98.4561, 'grad_norm': 8.071002960205078, 'learning_rate': 3.7e-05, 'epoch': 13.77, 'num_input_tokens_seen': 32718848, 'train_runtime': 988.2384, 'train_tokens_per_second': 33108.256}
{'loss': 97.2607, 'grad_norm': 7.734504699707031, 'learning_rate': 3.6950000000000004e-05, 'epoch': 13.83, 'num_input_tokens_seen': 32849920, 'train_runtime': 991.1076, 'train_tokens_per_second': 33144.655}
{'loss': 97.6833, 'grad_norm': 7.623692989349365, 'learning_rate': 3.69e-05, 'epoch': 13.88, 'num_input_tokens_seen': 32980992, 'train_runtime': 993.979, 'train_tokens_per_second': 33180.774}
{'loss': 96.6302, 'grad_norm': 8.268701553344727, 'learning_rate': 3.685e-05, 'epoch': 13.94, 'num_input_tokens_seen': 33112064, 'train_runtime': 996.8452, 'train_tokens_per_second': 33216.857}
{'loss': 97.0733, 'grad_norm': 8.84844970703125, 'learning_rate': 3.68e-05, 'epoch': 13.99, 'num_input_tokens_seen': 33243136, 'train_runtime': 999.7181, 'train_tokens_per_second': 33252.51}
{'loss': 12.3884, 'grad_norm': 2.1425814628601074, 'learning_rate': 3.675e-05, 'epoch': 14.0, 'num_input_tokens_seen': 33259520, 'train_runtime': 1000.079, 'train_tokens_per_second': 33256.894}
{'loss': 97.4483, 'grad_norm': 8.11107063293457, 'learning_rate': 3.6700000000000004e-05, 'epoch': 14.06, 'num_input_tokens_seen': 33390592, 'train_runtime': 1002.9616, 'train_tokens_per_second': 33291.994}
{'loss': 96.713, 'grad_norm': 8.372672080993652, 'learning_rate': 3.665e-05, 'epoch': 14.11, 'num_input_tokens_seen': 33521664, 'train_runtime': 1005.8302, 'train_tokens_per_second': 33327.358}
{'loss': 96.8294, 'grad_norm': 7.829686641693115, 'learning_rate': 3.66e-05, 'epoch': 14.17, 'num_input_tokens_seen': 33652736, 'train_runtime': 1008.8664, 'train_tokens_per_second': 33356.979}
{'loss': 96.5772, 'grad_norm': 7.087368965148926, 'learning_rate': 3.655e-05, 'epoch': 14.22, 'num_input_tokens_seen': 33783808, 'train_runtime': 1011.7393, 'train_tokens_per_second': 33391.812}
{'loss': 96.6164, 'grad_norm': 8.384482383728027, 'learning_rate': 3.65e-05, 'epoch': 14.28, 'num_input_tokens_seen': 33914880, 'train_runtime': 1014.6147, 'train_tokens_per_second': 33426.363}
{'loss': 96.8276, 'grad_norm': 7.985944747924805, 'learning_rate': 3.645e-05, 'epoch': 14.33, 'num_input_tokens_seen': 34045952, 'train_runtime': 1017.4952, 'train_tokens_per_second': 33460.553}
{'loss': 96.8288, 'grad_norm': 7.255867958068848, 'learning_rate': 3.6400000000000004e-05, 'epoch': 14.39, 'num_input_tokens_seen': 34177024, 'train_runtime': 1020.3692, 'train_tokens_per_second': 33494.762}
{'loss': 96.5214, 'grad_norm': 7.703090667724609, 'learning_rate': 3.635e-05, 'epoch': 14.44, 'num_input_tokens_seen': 34308096, 'train_runtime': 1023.2383, 'train_tokens_per_second': 33528.94}
{'loss': 97.0319, 'grad_norm': 7.136553764343262, 'learning_rate': 3.63e-05, 'epoch': 14.5, 'num_input_tokens_seen': 34439168, 'train_runtime': 1026.1116, 'train_tokens_per_second': 33562.79}
{'loss': 96.8167, 'grad_norm': 7.800538063049316, 'learning_rate': 3.625e-05, 'epoch': 14.55, 'num_input_tokens_seen': 34570240, 'train_runtime': 1028.9986, 'train_tokens_per_second': 33596.004}
{'loss': 95.356, 'grad_norm': 8.13475513458252, 'learning_rate': 3.62e-05, 'epoch': 14.61, 'num_input_tokens_seen': 34701312, 'train_runtime': 1031.8881, 'train_tokens_per_second': 33628.949}
{'loss': 96.6504, 'grad_norm': 8.044958114624023, 'learning_rate': 3.615e-05, 'epoch': 14.66, 'num_input_tokens_seen': 34832384, 'train_runtime': 1034.7755, 'train_tokens_per_second': 33661.778}
{'loss': 97.5093, 'grad_norm': 8.459063529968262, 'learning_rate': 3.61e-05, 'epoch': 14.72, 'num_input_tokens_seen': 34963456, 'train_runtime': 1037.6645, 'train_tokens_per_second': 33694.373}
{'loss': 97.433, 'grad_norm': 7.4856367111206055, 'learning_rate': 3.605e-05, 'epoch': 14.77, 'num_input_tokens_seen': 35094528, 'train_runtime': 1040.643, 'train_tokens_per_second': 33723.888}
{'loss': 96.2717, 'grad_norm': 7.36421537399292, 'learning_rate': 3.6e-05, 'epoch': 14.83, 'num_input_tokens_seen': 35225600, 'train_runtime': 1067.6485, 'train_tokens_per_second': 32993.631}
{'loss': 96.0436, 'grad_norm': 7.75410795211792, 'learning_rate': 3.595e-05, 'epoch': 14.88, 'num_input_tokens_seen': 35356672, 'train_runtime': 1070.5224, 'train_tokens_per_second': 33027.494}
{'loss': 96.4424, 'grad_norm': 7.876114368438721, 'learning_rate': 3.59e-05, 'epoch': 14.94, 'num_input_tokens_seen': 35487744, 'train_runtime': 1073.393, 'train_tokens_per_second': 33061.278}
{'loss': 95.8771, 'grad_norm': 7.827357292175293, 'learning_rate': 3.585e-05, 'epoch': 14.99, 'num_input_tokens_seen': 35618816, 'train_runtime': 1076.2625, 'train_tokens_per_second': 33094.915}
{'loss': 12.1129, 'grad_norm': 2.073699712753296, 'learning_rate': 3.58e-05, 'epoch': 15.0, 'num_input_tokens_seen': 35635200, 'train_runtime': 1076.6234, 'train_tokens_per_second': 33099.038}
{'loss': 95.7361, 'grad_norm': 9.066890716552734, 'learning_rate': 3.575e-05, 'epoch': 15.06, 'num_input_tokens_seen': 35766272, 'train_runtime': 1079.514, 'train_tokens_per_second': 33131.827}
{'loss': 95.7238, 'grad_norm': 7.75868558883667, 'learning_rate': 3.57e-05, 'epoch': 15.11, 'num_input_tokens_seen': 35897344, 'train_runtime': 1082.385, 'train_tokens_per_second': 33165.042}
{'loss': 95.8821, 'grad_norm': 7.276000499725342, 'learning_rate': 3.565e-05, 'epoch': 15.17, 'num_input_tokens_seen': 36028416, 'train_runtime': 1085.2564, 'train_tokens_per_second': 33198.067}
{'loss': 96.2269, 'grad_norm': 8.446505546569824, 'learning_rate': 3.56e-05, 'epoch': 15.22, 'num_input_tokens_seen': 36159488, 'train_runtime': 1088.123, 'train_tokens_per_second': 33231.067}
{'loss': 94.632, 'grad_norm': 8.538289070129395, 'learning_rate': 3.555e-05, 'epoch': 15.28, 'num_input_tokens_seen': 36290560, 'train_runtime': 1090.9979, 'train_tokens_per_second': 33263.64}
{'loss': 96.5946, 'grad_norm': 7.7937140464782715, 'learning_rate': 3.55e-05, 'epoch': 15.33, 'num_input_tokens_seen': 36421632, 'train_runtime': 1093.8701, 'train_tokens_per_second': 33296.122}
{'loss': 95.8801, 'grad_norm': 7.484210968017578, 'learning_rate': 3.545e-05, 'epoch': 15.39, 'num_input_tokens_seen': 36552704, 'train_runtime': 1096.7426, 'train_tokens_per_second': 33328.424}
{'loss': 96.0746, 'grad_norm': 7.579108715057373, 'learning_rate': 3.54e-05, 'epoch': 15.44, 'num_input_tokens_seen': 36683776, 'train_runtime': 1099.6179, 'train_tokens_per_second': 33360.476}
{'loss': 95.2151, 'grad_norm': 7.431347846984863, 'learning_rate': 3.535e-05, 'epoch': 15.5, 'num_input_tokens_seen': 36814848, 'train_runtime': 1102.4937, 'train_tokens_per_second': 33392.342}
{'loss': 96.9311, 'grad_norm': 8.26413631439209, 'learning_rate': 3.53e-05, 'epoch': 15.55, 'num_input_tokens_seen': 36945920, 'train_runtime': 1105.3685, 'train_tokens_per_second': 33424.076}
{'loss': 94.652, 'grad_norm': 7.760298728942871, 'learning_rate': 3.525e-05, 'epoch': 15.61, 'num_input_tokens_seen': 37076992, 'train_runtime': 1108.4869, 'train_tokens_per_second': 33448.291}
{'loss': 95.3736, 'grad_norm': 7.455195426940918, 'learning_rate': 3.52e-05, 'epoch': 15.66, 'num_input_tokens_seen': 37208064, 'train_runtime': 1111.4779, 'train_tokens_per_second': 33476.206}
{'loss': 96.3882, 'grad_norm': 7.898782253265381, 'learning_rate': 3.515e-05, 'epoch': 15.72, 'num_input_tokens_seen': 37339136, 'train_runtime': 1114.4752, 'train_tokens_per_second': 33503.784}
{'loss': 95.5223, 'grad_norm': 8.135973930358887, 'learning_rate': 3.51e-05, 'epoch': 15.77, 'num_input_tokens_seen': 37470208, 'train_runtime': 1117.4735, 'train_tokens_per_second': 33531.183}
{'loss': 95.9328, 'grad_norm': 8.582693099975586, 'learning_rate': 3.505e-05, 'epoch': 15.83, 'num_input_tokens_seen': 37601280, 'train_runtime': 1120.4659, 'train_tokens_per_second': 33558.613}
{'loss': 94.9431, 'grad_norm': 7.678475379943848, 'learning_rate': 3.5e-05, 'epoch': 15.88, 'num_input_tokens_seen': 37732352, 'train_runtime': 1143.3003, 'train_tokens_per_second': 33003.01}
{'loss': 95.1279, 'grad_norm': 8.707496643066406, 'learning_rate': 3.495e-05, 'epoch': 15.94, 'num_input_tokens_seen': 37863424, 'train_runtime': 1146.2716, 'train_tokens_per_second': 33031.808}
{'loss': 95.2565, 'grad_norm': 8.054471015930176, 'learning_rate': 3.49e-05, 'epoch': 15.99, 'num_input_tokens_seen': 37994496, 'train_runtime': 1149.1428, 'train_tokens_per_second': 33063.339}
{'loss': 12.1454, 'grad_norm': 2.2669434547424316, 'learning_rate': 3.485e-05, 'epoch': 16.0, 'num_input_tokens_seen': 38010880, 'train_runtime': 1149.5035, 'train_tokens_per_second': 33067.217}
{'loss': 95.5916, 'grad_norm': 8.255749702453613, 'learning_rate': 3.48e-05, 'epoch': 16.06, 'num_input_tokens_seen': 38141952, 'train_runtime': 1152.383, 'train_tokens_per_second': 33098.329}
{'loss': 95.7884, 'grad_norm': 7.951070308685303, 'learning_rate': 3.475e-05, 'epoch': 16.11, 'num_input_tokens_seen': 38273024, 'train_runtime': 1155.2565, 'train_tokens_per_second': 33129.46}
{'loss': 95.2301, 'grad_norm': 7.39860200881958, 'learning_rate': 3.4699999999999996e-05, 'epoch': 16.17, 'num_input_tokens_seen': 38404096, 'train_runtime': 1158.1287, 'train_tokens_per_second': 33160.473}
{'loss': 94.8392, 'grad_norm': 8.3665189743042, 'learning_rate': 3.465e-05, 'epoch': 16.22, 'num_input_tokens_seen': 38535168, 'train_runtime': 1161.0009, 'train_tokens_per_second': 33191.334}
{'loss': 95.0899, 'grad_norm': 7.367204189300537, 'learning_rate': 3.46e-05, 'epoch': 16.28, 'num_input_tokens_seen': 38666240, 'train_runtime': 1163.87, 'train_tokens_per_second': 33222.129}
{'loss': 94.2228, 'grad_norm': 7.892334461212158, 'learning_rate': 3.455e-05, 'epoch': 16.33, 'num_input_tokens_seen': 38797312, 'train_runtime': 1166.9192, 'train_tokens_per_second': 33247.643}
{'loss': 95.2457, 'grad_norm': 8.561123847961426, 'learning_rate': 3.45e-05, 'epoch': 16.39, 'num_input_tokens_seen': 38928384, 'train_runtime': 1169.7933, 'train_tokens_per_second': 33278.002}
{'loss': 95.2579, 'grad_norm': 7.803913593292236, 'learning_rate': 3.445e-05, 'epoch': 16.44, 'num_input_tokens_seen': 39059456, 'train_runtime': 1172.6708, 'train_tokens_per_second': 33308.117}
{'loss': 95.6373, 'grad_norm': 8.793412208557129, 'learning_rate': 3.4399999999999996e-05, 'epoch': 16.5, 'num_input_tokens_seen': 39190528, 'train_runtime': 1175.5457, 'train_tokens_per_second': 33338.158}
{'loss': 93.4248, 'grad_norm': 8.658865928649902, 'learning_rate': 3.435e-05, 'epoch': 16.55, 'num_input_tokens_seen': 39321600, 'train_runtime': 1178.4203, 'train_tokens_per_second': 33368.061}
{'loss': 95.0974, 'grad_norm': 7.412045478820801, 'learning_rate': 3.430000000000001e-05, 'epoch': 16.61, 'num_input_tokens_seen': 39452672, 'train_runtime': 1181.2951, 'train_tokens_per_second': 33397.813}
{'loss': 93.4299, 'grad_norm': 7.995751857757568, 'learning_rate': 3.4250000000000006e-05, 'epoch': 16.66, 'num_input_tokens_seen': 39583744, 'train_runtime': 1184.1755, 'train_tokens_per_second': 33427.261}
{'loss': 94.3764, 'grad_norm': 7.987203598022461, 'learning_rate': 3.4200000000000005e-05, 'epoch': 16.72, 'num_input_tokens_seen': 39714816, 'train_runtime': 1187.0632, 'train_tokens_per_second': 33456.361}
{'loss': 94.7725, 'grad_norm': 9.133357048034668, 'learning_rate': 3.415e-05, 'epoch': 16.77, 'num_input_tokens_seen': 39845888, 'train_runtime': 1189.9485, 'train_tokens_per_second': 33485.389}
{'loss': 95.7391, 'grad_norm': 8.118659019470215, 'learning_rate': 3.41e-05, 'epoch': 16.83, 'num_input_tokens_seen': 39976960, 'train_runtime': 1192.9108, 'train_tokens_per_second': 33512.111}
{'loss': 94.2344, 'grad_norm': 7.961581707000732, 'learning_rate': 3.405e-05, 'epoch': 16.88, 'num_input_tokens_seen': 40108032, 'train_runtime': 1195.7995, 'train_tokens_per_second': 33540.766}
{'loss': 94.3349, 'grad_norm': 7.935940265655518, 'learning_rate': 3.4000000000000007e-05, 'epoch': 16.94, 'num_input_tokens_seen': 40239104, 'train_runtime': 1218.0558, 'train_tokens_per_second': 33035.517}
{'loss': 94.9262, 'grad_norm': 8.116035461425781, 'learning_rate': 3.3950000000000005e-05, 'epoch': 16.99, 'num_input_tokens_seen': 40370176, 'train_runtime': 1221.0276, 'train_tokens_per_second': 33062.459}
{'loss': 11.9584, 'grad_norm': 2.0908801555633545, 'learning_rate': 3.3900000000000004e-05, 'epoch': 17.0, 'num_input_tokens_seen': 40386560, 'train_runtime': 1221.3983, 'train_tokens_per_second': 33065.838}
{'loss': 94.2825, 'grad_norm': 9.105899810791016, 'learning_rate': 3.385e-05, 'epoch': 17.06, 'num_input_tokens_seen': 40517632, 'train_runtime': 1224.3908, 'train_tokens_per_second': 33092.076}
{'loss': 94.3053, 'grad_norm': 7.870842456817627, 'learning_rate': 3.38e-05, 'epoch': 17.11, 'num_input_tokens_seen': 40648704, 'train_runtime': 1227.2615, 'train_tokens_per_second': 33121.469}
{'loss': 94.3329, 'grad_norm': 8.315864562988281, 'learning_rate': 3.375000000000001e-05, 'epoch': 17.17, 'num_input_tokens_seen': 40779776, 'train_runtime': 1230.1327, 'train_tokens_per_second': 33150.713}
{'loss': 93.9532, 'grad_norm': 8.14841079711914, 'learning_rate': 3.3700000000000006e-05, 'epoch': 17.22, 'num_input_tokens_seen': 40910848, 'train_runtime': 1233.0061, 'train_tokens_per_second': 33179.762}
{'loss': 94.367, 'grad_norm': 8.040938377380371, 'learning_rate': 3.3650000000000005e-05, 'epoch': 17.28, 'num_input_tokens_seen': 41041920, 'train_runtime': 1235.8802, 'train_tokens_per_second': 33208.656}
{'loss': 95.4275, 'grad_norm': 7.851683139801025, 'learning_rate': 3.3600000000000004e-05, 'epoch': 17.33, 'num_input_tokens_seen': 41172992, 'train_runtime': 1238.8701, 'train_tokens_per_second': 33234.309}
{'loss': 94.3323, 'grad_norm': 8.392151832580566, 'learning_rate': 3.355e-05, 'epoch': 17.39, 'num_input_tokens_seen': 41304064, 'train_runtime': 1241.8521, 'train_tokens_per_second': 33260.05}
{'loss': 93.637, 'grad_norm': 7.749059200286865, 'learning_rate': 3.35e-05, 'epoch': 17.44, 'num_input_tokens_seen': 41435136, 'train_runtime': 1244.8421, 'train_tokens_per_second': 33285.455}
{'loss': 93.728, 'grad_norm': 7.9133524894714355, 'learning_rate': 3.345000000000001e-05, 'epoch': 17.5, 'num_input_tokens_seen': 41566208, 'train_runtime': 1247.8325, 'train_tokens_per_second': 33310.728}
{'loss': 93.6337, 'grad_norm': 7.830323696136475, 'learning_rate': 3.3400000000000005e-05, 'epoch': 17.55, 'num_input_tokens_seen': 41697280, 'train_runtime': 1250.8203, 'train_tokens_per_second': 33335.947}
{'loss': 95.029, 'grad_norm': 8.236520767211914, 'learning_rate': 3.3350000000000004e-05, 'epoch': 17.61, 'num_input_tokens_seen': 41828352, 'train_runtime': 1253.8092, 'train_tokens_per_second': 33361.019}
{'loss': 94.332, 'grad_norm': 7.7993597984313965, 'learning_rate': 3.33e-05, 'epoch': 17.66, 'num_input_tokens_seen': 41959424, 'train_runtime': 1256.8007, 'train_tokens_per_second': 33385.902}
{'loss': 92.9834, 'grad_norm': 8.408827781677246, 'learning_rate': 3.325e-05, 'epoch': 17.72, 'num_input_tokens_seen': 42090496, 'train_runtime': 1259.7822, 'train_tokens_per_second': 33410.93}
{'loss': 94.1052, 'grad_norm': 8.139837265014648, 'learning_rate': 3.32e-05, 'epoch': 17.77, 'num_input_tokens_seen': 42221568, 'train_runtime': 1262.8893, 'train_tokens_per_second': 33432.516}
{'loss': 93.3148, 'grad_norm': 7.581832408905029, 'learning_rate': 3.3150000000000006e-05, 'epoch': 17.83, 'num_input_tokens_seen': 42352640, 'train_runtime': 1265.7769, 'train_tokens_per_second': 33459.799}
{'loss': 94.0368, 'grad_norm': 8.625661849975586, 'learning_rate': 3.3100000000000005e-05, 'epoch': 17.88, 'num_input_tokens_seen': 42483712, 'train_runtime': 1268.6674, 'train_tokens_per_second': 33486.879}
{'loss': 94.4696, 'grad_norm': 7.790952205657959, 'learning_rate': 3.3050000000000004e-05, 'epoch': 17.94, 'num_input_tokens_seen': 42614784, 'train_runtime': 1271.5538, 'train_tokens_per_second': 33513.946}
{'loss': 94.2324, 'grad_norm': 7.67049503326416, 'learning_rate': 3.3e-05, 'epoch': 17.99, 'num_input_tokens_seen': 42745856, 'train_runtime': 1293.9544, 'train_tokens_per_second': 33035.055}
{'loss': 11.3585, 'grad_norm': 3.0053069591522217, 'learning_rate': 3.295e-05, 'epoch': 18.0, 'num_input_tokens_seen': 42762240, 'train_runtime': 1294.3373, 'train_tokens_per_second': 33037.942}
{'loss': 93.7771, 'grad_norm': 8.306853294372559, 'learning_rate': 3.29e-05, 'epoch': 18.06, 'num_input_tokens_seen': 42893312, 'train_runtime': 1297.3228, 'train_tokens_per_second': 33062.945}
{'loss': 93.9833, 'grad_norm': 7.902385234832764, 'learning_rate': 3.2850000000000006e-05, 'epoch': 18.11, 'num_input_tokens_seen': 43024384, 'train_runtime': 1300.1908, 'train_tokens_per_second': 33090.824}
{'loss': 93.9215, 'grad_norm': 7.854002475738525, 'learning_rate': 3.2800000000000004e-05, 'epoch': 18.17, 'num_input_tokens_seen': 43155456, 'train_runtime': 1303.0628, 'train_tokens_per_second': 33118.479}
{'loss': 93.8727, 'grad_norm': 8.17753791809082, 'learning_rate': 3.275e-05, 'epoch': 18.22, 'num_input_tokens_seen': 43286528, 'train_runtime': 1305.931, 'train_tokens_per_second': 33146.106}
{'loss': 93.7264, 'grad_norm': 8.477447509765625, 'learning_rate': 3.27e-05, 'epoch': 18.28, 'num_input_tokens_seen': 43417600, 'train_runtime': 1308.8025, 'train_tokens_per_second': 33173.53}
{'loss': 93.1341, 'grad_norm': 8.166996955871582, 'learning_rate': 3.265e-05, 'epoch': 18.33, 'num_input_tokens_seen': 43548672, 'train_runtime': 1311.6726, 'train_tokens_per_second': 33200.87}
{'loss': 92.6224, 'grad_norm': 8.776618957519531, 'learning_rate': 3.26e-05, 'epoch': 18.39, 'num_input_tokens_seen': 43679744, 'train_runtime': 1314.5454, 'train_tokens_per_second': 33228.023}
{'loss': 93.8327, 'grad_norm': 7.815180778503418, 'learning_rate': 3.2550000000000005e-05, 'epoch': 18.44, 'num_input_tokens_seen': 43810816, 'train_runtime': 1317.4152, 'train_tokens_per_second': 33255.132}
{'loss': 94.1837, 'grad_norm': 8.177288055419922, 'learning_rate': 3.2500000000000004e-05, 'epoch': 18.5, 'num_input_tokens_seen': 43941888, 'train_runtime': 1320.4566, 'train_tokens_per_second': 33277.797}
{'loss': 92.2652, 'grad_norm': 8.119988441467285, 'learning_rate': 3.245e-05, 'epoch': 18.55, 'num_input_tokens_seen': 44072960, 'train_runtime': 1323.3314, 'train_tokens_per_second': 33304.553}
{'loss': 93.8528, 'grad_norm': 9.145374298095703, 'learning_rate': 3.24e-05, 'epoch': 18.61, 'num_input_tokens_seen': 44204032, 'train_runtime': 1326.2047, 'train_tokens_per_second': 33331.228}
{'loss': 93.0674, 'grad_norm': 8.323180198669434, 'learning_rate': 3.235e-05, 'epoch': 18.66, 'num_input_tokens_seen': 44335104, 'train_runtime': 1329.0829, 'train_tokens_per_second': 33357.667}
{'loss': 92.9894, 'grad_norm': 8.804469108581543, 'learning_rate': 3.2300000000000006e-05, 'epoch': 18.72, 'num_input_tokens_seen': 44466176, 'train_runtime': 1332.0379, 'train_tokens_per_second': 33382.066}
{'loss': 93.8483, 'grad_norm': 8.42635726928711, 'learning_rate': 3.2250000000000005e-05, 'epoch': 18.77, 'num_input_tokens_seen': 44597248, 'train_runtime': 1334.9272, 'train_tokens_per_second': 33408.0}
{'loss': 93.0888, 'grad_norm': 7.715800762176514, 'learning_rate': 3.2200000000000003e-05, 'epoch': 18.83, 'num_input_tokens_seen': 44728320, 'train_runtime': 1337.8185, 'train_tokens_per_second': 33433.773}
{'loss': 92.3544, 'grad_norm': 8.730859756469727, 'learning_rate': 3.215e-05, 'epoch': 18.88, 'num_input_tokens_seen': 44859392, 'train_runtime': 1340.7036, 'train_tokens_per_second': 33459.59}
{'loss': 94.0194, 'grad_norm': 8.427513122558594, 'learning_rate': 3.21e-05, 'epoch': 18.94, 'num_input_tokens_seen': 44990464, 'train_runtime': 1343.5894, 'train_tokens_per_second': 33485.277}
{'loss': 94.0172, 'grad_norm': 9.823859214782715, 'learning_rate': 3.205e-05, 'epoch': 18.99, 'num_input_tokens_seen': 45121536, 'train_runtime': 1346.4743, 'train_tokens_per_second': 33510.878}
{'loss': 11.5895, 'grad_norm': 2.473238468170166, 'learning_rate': 3.2000000000000005e-05, 'epoch': 19.0, 'num_input_tokens_seen': 45137920, 'train_runtime': 1368.8754, 'train_tokens_per_second': 32974.454}
{'loss': 93.1054, 'grad_norm': 7.888792514801025, 'learning_rate': 3.1950000000000004e-05, 'epoch': 19.06, 'num_input_tokens_seen': 45268992, 'train_runtime': 1371.8995, 'train_tokens_per_second': 32997.31}
{'loss': 93.0375, 'grad_norm': 8.661022186279297, 'learning_rate': 3.19e-05, 'epoch': 19.11, 'num_input_tokens_seen': 45400064, 'train_runtime': 1374.8781, 'train_tokens_per_second': 33021.157}
{'loss': 91.4841, 'grad_norm': 8.08633804321289, 'learning_rate': 3.185e-05, 'epoch': 19.17, 'num_input_tokens_seen': 45531136, 'train_runtime': 1377.7735, 'train_tokens_per_second': 33046.894}
{'loss': 93.0782, 'grad_norm': 7.488399982452393, 'learning_rate': 3.18e-05, 'epoch': 19.22, 'num_input_tokens_seen': 45662208, 'train_runtime': 1380.6471, 'train_tokens_per_second': 33073.049}
{'loss': 93.6303, 'grad_norm': 9.090482711791992, 'learning_rate': 3.175e-05, 'epoch': 19.28, 'num_input_tokens_seen': 45793280, 'train_runtime': 1383.5225, 'train_tokens_per_second': 33099.051}
{'loss': 93.7597, 'grad_norm': 8.225976943969727, 'learning_rate': 3.1700000000000005e-05, 'epoch': 19.33, 'num_input_tokens_seen': 45924352, 'train_runtime': 1386.4035, 'train_tokens_per_second': 33124.81}
{'loss': 92.2819, 'grad_norm': 7.941434383392334, 'learning_rate': 3.1650000000000004e-05, 'epoch': 19.39, 'num_input_tokens_seen': 46055424, 'train_runtime': 1389.2749, 'train_tokens_per_second': 33150.692}
{'loss': 92.8788, 'grad_norm': 8.169580459594727, 'learning_rate': 3.16e-05, 'epoch': 19.44, 'num_input_tokens_seen': 46186496, 'train_runtime': 1392.1464, 'train_tokens_per_second': 33176.465}
{'loss': 92.2251, 'grad_norm': 7.9421210289001465, 'learning_rate': 3.155e-05, 'epoch': 19.5, 'num_input_tokens_seen': 46317568, 'train_runtime': 1395.022, 'train_tokens_per_second': 33202.035}
{'loss': 92.321, 'grad_norm': 8.254953384399414, 'learning_rate': 3.15e-05, 'epoch': 19.55, 'num_input_tokens_seen': 46448640, 'train_runtime': 1397.8914, 'train_tokens_per_second': 33227.645}
{'loss': 93.0245, 'grad_norm': 9.460381507873535, 'learning_rate': 3.145e-05, 'epoch': 19.61, 'num_input_tokens_seen': 46579712, 'train_runtime': 1400.8699, 'train_tokens_per_second': 33250.562}
{'loss': 92.7893, 'grad_norm': 7.303762912750244, 'learning_rate': 3.1400000000000004e-05, 'epoch': 19.66, 'num_input_tokens_seen': 46710784, 'train_runtime': 1403.845, 'train_tokens_per_second': 33273.464}
{'loss': 93.5248, 'grad_norm': 8.395210266113281, 'learning_rate': 3.135e-05, 'epoch': 19.72, 'num_input_tokens_seen': 46841856, 'train_runtime': 1406.8149, 'train_tokens_per_second': 33296.39}
{'loss': 93.3702, 'grad_norm': 8.589045524597168, 'learning_rate': 3.13e-05, 'epoch': 19.77, 'num_input_tokens_seen': 46972928, 'train_runtime': 1409.7872, 'train_tokens_per_second': 33319.162}
{'loss': 93.0204, 'grad_norm': 8.426918029785156, 'learning_rate': 3.125e-05, 'epoch': 19.83, 'num_input_tokens_seen': 47104000, 'train_runtime': 1412.77, 'train_tokens_per_second': 33341.592}
{'loss': 93.4878, 'grad_norm': 7.935805320739746, 'learning_rate': 3.12e-05, 'epoch': 19.88, 'num_input_tokens_seen': 47235072, 'train_runtime': 1415.7153, 'train_tokens_per_second': 33364.811}
{'loss': 92.3816, 'grad_norm': 8.126572608947754, 'learning_rate': 3.115e-05, 'epoch': 19.94, 'num_input_tokens_seen': 47366144, 'train_runtime': 1418.717, 'train_tokens_per_second': 33386.605}
{'loss': 92.71, 'grad_norm': 8.177057266235352, 'learning_rate': 3.1100000000000004e-05, 'epoch': 19.99, 'num_input_tokens_seen': 47497216, 'train_runtime': 1421.6069, 'train_tokens_per_second': 33410.936}
{'loss': 11.5854, 'grad_norm': 2.367896556854248, 'learning_rate': 3.105e-05, 'epoch': 20.0, 'num_input_tokens_seen': 47513600, 'train_runtime': 1421.9699, 'train_tokens_per_second': 33413.927}
{'loss': 92.0259, 'grad_norm': 7.921170711517334, 'learning_rate': 3.1e-05, 'epoch': 20.06, 'num_input_tokens_seen': 47644672, 'train_runtime': 1444.4558, 'train_tokens_per_second': 32984.513}
{'loss': 93.8383, 'grad_norm': 7.953860282897949, 'learning_rate': 3.095e-05, 'epoch': 20.11, 'num_input_tokens_seen': 47775744, 'train_runtime': 1447.331, 'train_tokens_per_second': 33009.549}
{'loss': 91.8641, 'grad_norm': 8.387020111083984, 'learning_rate': 3.09e-05, 'epoch': 20.17, 'num_input_tokens_seen': 47906816, 'train_runtime': 1450.2064, 'train_tokens_per_second': 33034.481}
{'loss': 91.2535, 'grad_norm': 9.412187576293945, 'learning_rate': 3.0850000000000004e-05, 'epoch': 20.22, 'num_input_tokens_seen': 48037888, 'train_runtime': 1453.0745, 'train_tokens_per_second': 33059.48}
{'loss': 92.2712, 'grad_norm': 7.386305332183838, 'learning_rate': 3.08e-05, 'epoch': 20.28, 'num_input_tokens_seen': 48168960, 'train_runtime': 1455.9443, 'train_tokens_per_second': 33084.342}
